INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date_col1,date_col2,date_col3,date_col4,date_col5
I182070263,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B2,291,,2018-09-01 12:24:00,2018,9,Saturday,12,Part Two,CENTRE ST,42.32955354,-71.09357444,"(42.32955354, -71.09357444)",2012-08-29,2012-08-29,2012-08-29,2012-08-29,2012-08-29
I182070262,3410,Towed,TOWED MOTOR VEHICLE,D14,778,,2018-09-01 09:00:00,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)",2012-08-30,2012-08-30,2012-08-30,2012-08-30,2012-08-30
I182070261,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,2018-09-01 11:21:00,2018,9,Saturday,11,Part Two,,42.35238395,-71.06453754,"(42.35238395, -71.06453754)",2012-08-31,2012-08-31,2012-08-31,2012-08-31,2012-08-31
I182070258,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,,2018-09-01 04:00:00,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698,"(42.35603003, -71.16390698)",2012-09-01,2012-09-01,2012-09-01,2012-09-01,2012-09-01
I182070257,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,,2018-09-01 04:00:00,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698,"(42.35603003, -71.16390698)",2012-09-02,2012-09-02,2012-09-02,2012-09-02,2012-09-02
I182070256,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,809,,2018-09-01 11:21:00,2018,9,Saturday,11,Part One,ADAMSON ST,42.35858441,-71.13726609,"(42.35858441, -71.13726609)",2012-09-03,2012-09-03,2012-09-03,2012-09-03,2012-09-03
I182070256,1402,Vandalism,VANDALISM,D14,809,,2018-09-01 11:21:00,2018,9,Saturday,11,Part Two,ADAMSON ST,42.35858441,-71.13726609,"(42.35858441, -71.13726609)",2012-09-04,2012-09-04,2012-09-04,2012-09-04,2012-09-04
I182070255,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,251,,2018-08-31 09:00:00,2018,8,Friday,9,Part Three,CASTLE ROCK ST,42.31086085,-71.05163543,"(42.31086085, -71.05163543)",2012-09-05,2012-09-05,2012-09-05,2012-09-05,2012-09-05
I182070254,3410,Towed,TOWED MOTOR VEHICLE,D14,791,,2018-09-01 11:21:00,2018,9,Saturday,11,Part Three,MELVIN AVE,42.34446622,-71.14136327,"(42.34446622, -71.14136327)",2012-09-06,2012-09-06,2012-09-06,2012-09-06,2012-09-06
I182070253,3301,Verbal Disputes,VERBAL DISPUTE,C6,187,,2018-09-01 10:38:00,2018,9,Saturday,10,Part Three,BOSTON ST,42.32502384,-71.0592516,"(42.32502384, -71.05925160)",2012-09-07,2012-09-07,2012-09-07,2012-09-07,2012-09-07
I182070252,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,503,,2018-09-01 10:40:00,2018,9,Saturday,10,Part Three,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)",2012-09-08,2012-09-08,2012-09-08,2012-09-08,2012-09-08
I182070251,617,Larceny,LARCENY THEFT FROM BUILDING,E13,575,,2018-09-01 11:04:00,2018,9,Saturday,11,Part One,WASHINGTON ST,42.31330008,-71.10075998,"(42.31330008, -71.10075998)",2012-09-09,2012-09-09,2012-09-09,2012-09-09,2012-09-09
I182070250,3201,Property Lost,PROPERTY - LOST,A1,119,,2018-08-31 23:00:00,2018,8,Friday,23,Part Three,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)",2012-09-10,2012-09-10,2012-09-10,2012-09-10,2012-09-10
I182070249,3115,Investigate Person,INVESTIGATE PERSON,B3,455,,2018-09-01 10:17:00,2018,9,Saturday,10,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)",2012-09-11,2012-09-11,2012-09-11,2012-09-11,2012-09-11
I182070248,3201,Property Lost,PROPERTY - LOST,A1,111,,2018-09-01 09:00:00,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.35397632,-71.06207046,"(42.35397632, -71.06207046)",2012-09-12,2012-09-12,2012-09-12,2012-09-12,2012-09-12
I182070247,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,814,,2018-09-01 09:57:00,2018,9,Saturday,9,Part Three,SEATTLE ST,42.360156599999996,-71.1249469,"(42.36015660, -71.12494690)",2012-09-13,2012-09-13,2012-09-13,2012-09-13,2012-09-13
I182070247,3301,Verbal Disputes,VERBAL DISPUTE,D14,814,,2018-09-01 09:57:00,2018,9,Saturday,9,Part Three,SEATTLE ST,42.360156599999996,-71.1249469,"(42.36015660, -71.12494690)",2012-09-14,2012-09-14,2012-09-14,2012-09-14,2012-09-14
I182070246,3301,Verbal Disputes,VERBAL DISPUTE,E5,563,,2018-09-01 10:13:00,2018,9,Saturday,10,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)",2012-09-15,2012-09-15,2012-09-15,2012-09-15,2012-09-15
I182070245,3410,Towed,TOWED MOTOR VEHICLE,A1,70,,2018-09-01 10:26:00,2018,9,Saturday,10,Part Three,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)",2012-09-16,2012-09-16,2012-09-16,2012-09-16,2012-09-16
I182070244,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B2,180,,2018-09-01 09:22:00,2018,9,Saturday,9,Part Three,GERARD ST,42.3276156,-71.07285692,"(42.32761560, -71.07285692)",2012-09-17,2012-09-17,2012-09-17,2012-09-17,2012-09-17
I182070243,724,Auto Theft,AUTO THEFT,C6,231,,2018-09-01 10:35:29,2018,9,Saturday,10,Part One,E SEVENTH ST,42.33235328,-71.03222702,"(42.33235328, -71.03222702)",2012-09-18,2012-09-18,2012-09-18,2012-09-18,2012-09-18
I182070242,1402,Vandalism,VANDALISM,C6,208,,2018-08-31 17:00:00,2018,8,Friday,17,Part Two,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)",2012-09-19,2012-09-19,2012-09-19,2012-09-19,2012-09-19
I182070242,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,208,,2018-08-31 17:00:00,2018,8,Friday,17,Part One,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)",2012-09-20,2012-09-20,2012-09-20,2012-09-20,2012-09-20
I182070240,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,435,,2018-08-31 03:00:00,2018,8,Friday,3,Part Two,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)",2012-09-21,2012-09-21,2012-09-21,2012-09-21,2012-09-21
I182070239,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,,2018-08-31 16:00:00,2018,8,Friday,16,Part Three,CLAREMONT PARK,42.34210486,-71.08118057,"(42.34210486, -71.08118057)",2012-09-22,2012-09-22,2012-09-22,2012-09-22,2012-09-22
I182070238,3410,Towed,TOWED MOTOR VEHICLE,D4,154,,2018-09-01 08:56:00,2018,9,Saturday,8,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)",2012-09-23,2012-09-23,2012-09-23,2012-09-23,2012-09-23
I182070237,1402,Vandalism,VANDALISM,A15,900,,2018-08-31 16:00:00,2018,8,Friday,16,Part Two,POLK ST,42.37994025,-71.06060665,"(42.37994025, -71.06060665)",2012-09-24,2012-09-24,2012-09-24,2012-09-24,2012-09-24
I182070236,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B2,311,,2018-09-01 10:15:00,2018,9,Saturday,10,Part Three,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)",2012-09-25,2012-09-25,2012-09-25,2012-09-25,2012-09-25
I182070235,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,542,,2018-09-01 08:05:00,2018,9,Saturday,8,Part Three,BUSINESS ST,42.25442915,-71.12632540000001,"(42.25442915, -71.12632540)",2012-09-26,2012-09-26,2012-09-26,2012-09-26,2012-09-26
I182070234,613,Larceny,LARCENY SHOPLIFTING,B2,276,,2018-09-01 09:43:00,2018,9,Saturday,9,Part One,MELNEA CASS BLVD,42.33330171,-71.08181675,"(42.33330171, -71.08181675)",2012-09-27,2012-09-27,2012-09-27,2012-09-27,2012-09-27
I182070233,619,Larceny,LARCENY ALL OTHERS,B3,416,,2018-08-31 21:38:00,2018,8,Friday,21,Part One,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)",2012-09-28,2012-09-28,2012-09-28,2012-09-28,2012-09-28
I182070232,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,201,,2018-08-31 17:00:00,2018,8,Friday,17,Part One,C ST,42.34039076,-71.05168188,"(42.34039076, -71.05168188)",2012-09-29,2012-09-29,2012-09-29,2012-09-29,2012-09-29
I182070230,3001,Medical Assistance,DEATH INVESTIGATION,A15,900,,2018-09-01 05:00:00,2018,9,Saturday,5,Part Three,POLK ST,42.37994025,-71.06060665,"(42.37994025, -71.06060665)",2012-09-30,2012-09-30,2012-09-30,2012-09-30,2012-09-30
I182070229,3410,Towed,TOWED MOTOR VEHICLE,C6,214,,2018-09-01 09:36:00,2018,9,Saturday,9,Part Three,W FOURTH ST,42.33553188,-71.04769502,"(42.33553188, -71.04769502)",2012-10-01,2012-10-01,2012-10-01,2012-10-01,2012-10-01
I182070228,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,587,,2018-09-01 08:42:00,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)",2012-10-02,2012-10-02,2012-10-02,2012-10-02,2012-10-02
I182070228,3410,Towed,TOWED MOTOR VEHICLE,B2,587,,2018-09-01 08:42:00,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)",2012-10-03,2012-10-03,2012-10-03,2012-10-03,2012-10-03
I182070227,3202,Property Found,PROPERTY - LOST THEN LOCATED,C6,214,,2018-08-31 12:00:00,2018,8,Friday,12,Part Three,SILVER ST,42.33582335,-71.04722459999999,"(42.33582335, -71.04722460)",2012-10-04,2012-10-04,2012-10-04,2012-10-04,2012-10-04
I182070226,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,95,,2018-09-01 09:00:00,2018,9,Saturday,9,Part Three,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)",2012-10-05,2012-10-05,2012-10-05,2012-10-05,2012-10-05
I182070225,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,2018-09-01 09:02:00,2018,9,Saturday,9,Part Three,CAMBRIDGE ST,42.36112829,-71.06618796,"(42.36112829, -71.06618796)",2012-10-06,2012-10-06,2012-10-06,2012-10-06,2012-10-06
I182070224,1402,Vandalism,VANDALISM,B2,909,,2018-09-01 09:42:00,2018,9,Saturday,9,Part Two,WHITTIER ST,42.33380238,-71.08880867,"(42.33380238, -71.08880867)",2012-10-07,2012-10-07,2012-10-07,2012-10-07,2012-10-07
I182070222,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,795,,2018-08-29 16:15:00,2018,8,Wednesday,16,Part Three,ALLSTON ST,42.34926256,-71.13720324,"(42.34926256, -71.13720324)",2012-10-08,2012-10-08,2012-10-08,2012-10-08,2012-10-08
I182070221,1402,Vandalism,VANDALISM,B2,288,,2018-09-01 09:01:00,2018,9,Saturday,9,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)",2012-10-09,2012-10-09,2012-10-09,2012-10-09,2012-10-09
I182070220,3115,Investigate Person,INVESTIGATE PERSON,E5,707,,2018-09-01 08:45:00,2018,9,Saturday,8,Part Three,WASHINGTON ST,42.26866684,-71.14904534,"(42.26866684, -71.14904534)",2012-10-10,2012-10-10,2012-10-10,2012-10-10,2012-10-10
I182070219,3410,Towed,TOWED MOTOR VEHICLE,C11,246,,2018-09-01 08:53:00,2018,9,Saturday,8,Part Three,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)",2012-10-11,2012-10-11,2012-10-11,2012-10-11,2012-10-11
I182070218,3410,Towed,TOWED MOTOR VEHICLE,E13,576,,2018-09-01 07:39:00,2018,9,Saturday,7,Part Three,BOYLSTON ST,42.31631666,-71.10297209999999,"(42.31631666, -71.10297210)",2012-10-12,2012-10-12,2012-10-12,2012-10-12,2012-10-12
I182070217,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,2018-09-01 07:39:00,2018,9,Saturday,7,Part Three,LONG AVE,42.34950022,-71.13585122,"(42.34950022, -71.13585122)",2012-10-13,2012-10-13,2012-10-13,2012-10-13,2012-10-13
I182070215,724,Auto Theft,AUTO THEFT,C11,364,,2018-08-31 17:45:00,2018,8,Friday,17,Part One,ADAMS ST,42.294436700000006,-71.05661774,"(42.29443670, -71.05661774)",2012-10-14,2012-10-14,2012-10-14,2012-10-14,2012-10-14
I182070214,3301,Verbal Disputes,VERBAL DISPUTE,E18,495,,2018-09-01 08:27:00,2018,9,Saturday,8,Part Three,GREENWOOD AVE,42.26546031,-71.12023924,"(42.26546031, -71.12023924)",2012-10-15,2012-10-15,2012-10-15,2012-10-15,2012-10-15
I182070213,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,456,,2018-09-01 07:49:00,2018,9,Saturday,7,Part Two,ERIE ST,42.30272114,-71.07976167,"(42.30272114, -71.07976167)",2012-10-16,2012-10-16,2012-10-16,2012-10-16,2012-10-16
I182070212,3115,Investigate Person,INVESTIGATE PERSON,C11,357,,2018-09-01 08:12:00,2018,9,Saturday,8,Part Three,BLOOMFIELD ST,42.29910777,-71.06829572,"(42.29910777, -71.06829572)",2012-10-17,2012-10-17,2012-10-17,2012-10-17,2012-10-17
I182070211,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,759,,2018-08-31 18:30:00,2018,8,Friday,18,Part One,FANEUIL ST,42.35174138,-71.16591844,"(42.35174138, -71.16591844)",2012-10-18,2012-10-18,2012-10-18,2012-10-18,2012-10-18
I182070210,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,2018-09-01 07:21:00,2018,9,Saturday,7,Part Three,GLENVILLE AVE,42.35048627,-71.13288438,"(42.35048627, -71.13288438)",2012-10-19,2012-10-19,2012-10-19,2012-10-19,2012-10-19
I182070209,3301,Verbal Disputes,VERBAL DISPUTE,B3,437,,2018-09-01 08:17:00,2018,9,Saturday,8,Part Three,WHITFIELD ST,42.2900467,-71.07330004,"(42.29004670, -71.07330004)",2012-10-20,2012-10-20,2012-10-20,2012-10-20,2012-10-20
I182070208,619,Larceny,LARCENY ALL OTHERS,D14,779,,2018-09-01 05:15:00,2018,9,Saturday,5,Part One,MONTCALM AVE,42.35321122,-71.14841124,"(42.35321122, -71.14841124)",2012-10-21,2012-10-21,2012-10-21,2012-10-21,2012-10-21
I182070207,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,2018-09-01 07:08:00,2018,9,Saturday,7,Part Three,PRICE RD,42.34980866,-71.13513832,"(42.34980866, -71.13513832)",2012-10-22,2012-10-22,2012-10-22,2012-10-22,2012-10-22
I182070206,724,Auto Theft,AUTO THEFT,B3,463,,2018-09-01 01:00:00,2018,9,Saturday,1,Part One,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)",2012-10-23,2012-10-23,2012-10-23,2012-10-23,2012-10-23
I182070205,3410,Towed,TOWED MOTOR VEHICLE,C6,224,,2018-09-01 07:41:00,2018,9,Saturday,7,Part Three,P ST,42.33620256,-71.0271896,"(42.33620256, -71.02718960)",2012-10-24,2012-10-24,2012-10-24,2012-10-24,2012-10-24
I182070204,3114,Investigate Property,INVESTIGATE PROPERTY,D14,749,,2018-09-01 08:20:00,2018,9,Saturday,8,Part Three,BEACON ST,42.333582,-71.16609100000001,"(42.33358200, -71.16609100)",2012-10-25,2012-10-25,2012-10-25,2012-10-25,2012-10-25
I182070203,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,,2018-09-01 07:00:00,2018,9,Saturday,7,Part Three,SAINT STEPHEN ST,42.34231311,-71.0869637,"(42.34231311, -71.08696370)",2012-10-26,2012-10-26,2012-10-26,2012-10-26,2012-10-26
I182070201,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,2018-09-01 07:03:00,2018,9,Saturday,7,Part Three,COMMONWEALTH AVE,42.34888872,-71.1335453,"(42.34888872, -71.13354530)",2012-10-27,2012-10-27,2012-10-27,2012-10-27,2012-10-27
I182070200,3001,Medical Assistance,DEATH INVESTIGATION,D4,148,,2018-09-01 05:47:00,2018,9,Saturday,5,Part Three,COLUMBUS AVE,42.34242808,-71.07952412,"(42.34242808, -71.07952412)",2012-10-28,2012-10-28,2012-10-28,2012-10-28,2012-10-28
I182070197,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,236,,2018-09-01 05:52:00,2018,9,Saturday,5,Part Three,POND ST,42.31961996,-71.05951046,"(42.31961996, -71.05951046)",2012-10-29,2012-10-29,2012-10-29,2012-10-29,2012-10-29
I182070195,3115,Investigate Person,INVESTIGATE PERSON,C6,219,,2018-09-01 06:14:00,2018,9,Saturday,6,Part Three,OLD HARBOR ST,42.33084376,-71.04740908,"(42.33084376, -71.04740908)",2012-10-30,2012-10-30,2012-10-30,2012-10-30,2012-10-30
I182070194,2610,Other,TRESPASSING,C11,356,,2018-09-01 04:46:00,2018,9,Saturday,4,Part Two,FAULKNER ST,42.29960791,-71.06094616,"(42.29960791, -71.06094616)",2012-10-31,2012-10-31,2012-10-31,2012-10-31,2012-10-31
I182070192,724,Auto Theft,AUTO THEFT,B2,182,,2018-09-01 06:23:00,2018,9,Saturday,6,Part One,NORFOLK AVE,42.32503262,-71.06915744,"(42.32503262, -71.06915744)",2012-11-01,2012-11-01,2012-11-01,2012-11-01,2012-11-01
I182070190,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,2018-09-01 05:08:00,2018,9,Saturday,5,Part Three,S RUSSELL ST,42.36022674,-71.06597729999999,"(42.36022674, -71.06597730)",2012-11-02,2012-11-02,2012-11-02,2012-11-02,2012-11-02
I182070189,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,397,,2018-09-01 04:47:00,2018,9,Saturday,4,Part One,CENTRE ST,42.29126463,-71.06811401,"(42.29126463, -71.06811401)",2012-11-03,2012-11-03,2012-11-03,2012-11-03,2012-11-03
I182070188,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,951,,2018-09-01 05:19:00,2018,9,Saturday,5,Part Three,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)",2012-11-04,2012-11-04,2012-11-04,2012-11-04,2012-11-04
I182070187,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,933,,2018-09-01 04:20:00,2018,9,Saturday,4,Part Three,WASHINGTON ST,42.284195399999994,-71.07157967,"(42.28419540, -71.07157967)",2012-11-05,2012-11-05,2012-11-05,2012-11-05,2012-11-05
I182070186,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,417,,2018-09-01 05:22:00,2018,9,Saturday,5,Part One,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)",2012-11-06,2012-11-06,2012-11-06,2012-11-06,2012-11-06
I182070186,3114,Investigate Property,INVESTIGATE PROPERTY,B3,417,,2018-09-01 05:22:00,2018,9,Saturday,5,Part Three,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)",2012-11-07,2012-11-07,2012-11-07,2012-11-07,2012-11-07
I182070183,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2018-09-01 04:11:00,2018,9,Saturday,4,Part Three,VINSON ST,42.29876701,-71.06403634,"(42.29876701, -71.06403634)",2012-11-08,2012-11-08,2012-11-08,2012-11-08,2012-11-08
I182070182,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,520,,2018-09-01 04:10:00,2018,9,Saturday,4,Part Three,HYDE PARK AVE,42.25843909,-71.12348834,"(42.25843909, -71.12348834)",2012-11-09,2012-11-09,2012-11-09,2012-11-09,2012-11-09
I182070181,1402,Vandalism,VANDALISM,D14,796,,2018-09-01 03:21:00,2018,9,Saturday,3,Part Two,COMMONWEALTH AVE,42.35067088,-71.12808866,"(42.35067088, -71.12808866)",2012-11-10,2012-11-10,2012-11-10,2012-11-10,2012-11-10
I182070179,2629,Harassment,HARASSMENT,B2,181,,2018-09-01 02:45:00,2018,9,Saturday,2,Part Two,WOODWARD AVE,42.325028700000004,-71.07341448,"(42.32502870, -71.07341448)",2012-11-11,2012-11-11,2012-11-11,2012-11-11,2012-11-11
I182070178,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,182,,2018-09-01 01:54:00,2018,9,Saturday,1,Part Two,CLIFTON ST,42.32396791,-71.07117658,"(42.32396791, -71.07117658)",2012-11-12,2012-11-12,2012-11-12,2012-11-12,2012-11-12
I182070177,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,,2018-09-01 03:05:00,2018,9,Saturday,3,Part One,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)",2012-11-13,2012-11-13,2012-11-13,2012-11-13,2012-11-13
I182070176,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,101,,2018-09-01 03:08:00,2018,9,Saturday,3,Part Two,MCKINLEY SQ,42.35909289,-71.05327197,"(42.35909289, -71.05327197)",2012-11-14,2012-11-14,2012-11-14,2012-11-14,2012-11-14
I182070173,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,308,,2018-09-01 03:20:00,2018,9,Saturday,3,Part Three,CRESTWOOD PARK,42.31794835,-71.08774652,"(42.31794835, -71.08774652)",2012-11-15,2012-11-15,2012-11-15,2012-11-15,2012-11-15
I182070172,619,Larceny,LARCENY ALL OTHERS,A1,117,,2018-09-01 01:52:00,2018,9,Saturday,1,Part One,BOYLSTON ST,42.352311900000004,-71.06370509999999,"(42.35231190, -71.06370510)",2012-11-16,2012-11-16,2012-11-16,2012-11-16,2012-11-16
I182070171,3114,Investigate Property,INVESTIGATE PROPERTY,D4,157,,2018-09-01 03:37:00,2018,9,Saturday,3,Part Three,SHAWMUT AVE,42.34020839,-71.07371512,"(42.34020839, -71.07371512)",2012-11-17,2012-11-17,2012-11-17,2012-11-17,2012-11-17
I182070170,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2018-09-01 02:06:00,2018,9,Saturday,2,Part Three,VERRILL ST,42.28164146,-71.08851499,"(42.28164146, -71.08851499)",2012-11-18,2012-11-18,2012-11-18,2012-11-18,2012-11-18
I182070169,3115,Investigate Person,INVESTIGATE PERSON,B3,441,,2018-09-01 02:22:00,2018,9,Saturday,2,Part Three,NIGHTINGALE ST,42.29474312,-71.08503786,"(42.29474312, -71.08503786)",2012-11-19,2012-11-19,2012-11-19,2012-11-19,2012-11-19
I182070168,301,Robbery,ROBBERY - STREET,A1,119,,2018-09-01 01:16:00,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",2012-11-20,2012-11-20,2012-11-20,2012-11-20,2012-11-20
I182070168,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,119,,2018-09-01 01:16:00,2018,9,Saturday,1,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)",2012-11-21,2012-11-21,2012-11-21,2012-11-21,2012-11-21
I182070167,3115,Investigate Person,INVESTIGATE PERSON,D4,619,,2018-09-01 03:03:00,2018,9,Saturday,3,Part Three,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)",2012-11-22,2012-11-22,2012-11-22,2012-11-22,2012-11-22
I182070166,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,123,,2018-09-01 02:56:00,2018,9,Saturday,2,Part Two,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)",2012-11-23,2012-11-23,2012-11-23,2012-11-23,2012-11-23
I182070165,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,E5,687,,2018-09-01 02:34:00,2018,9,Saturday,2,Part Three,BELGRADE AVE,42.2862305,-71.13785361,"(42.28623050, -71.13785361)",2012-11-24,2012-11-24,2012-11-24,2012-11-24,2012-11-24
I182070164,361,Robbery,ROBBERY - OTHER,, ,,2018-09-01 02:20:00,2018,9,Saturday,2,Part One,,42.36366522,-71.05838615,"(42.36366522, -71.05838615)",2012-11-25,2012-11-25,2012-11-25,2012-11-25,2012-11-25
I182070164,802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,2018-09-01 02:20:00,2018,9,Saturday,2,Part Two,,42.36366522,-71.05838615,"(42.36366522, -71.05838615)",2012-11-26,2012-11-26,2012-11-26,2012-11-26,2012-11-26
I182070163,3114,Investigate Property,INVESTIGATE PROPERTY,B2,309,,2018-09-01 02:24:00,2018,9,Saturday,2,Part Three,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)",2012-11-27,2012-11-27,2012-11-27,2012-11-27,2012-11-27
I182070162,2403,Disorderly Conduct,DISTURBING THE PEACE,B3,441,,2018-09-01 02:22:00,2018,9,Saturday,2,Part Two,NIGHTINGALE ST,42.29474312,-71.08503786,"(42.29474312, -71.08503786)",2012-11-28,2012-11-28,2012-11-28,2012-11-28,2012-11-28
I182070161,619,Larceny,LARCENY ALL OTHERS,D14,796,,2018-09-01 01:55:00,2018,9,Saturday,1,Part One,BRIGHTON AVE,42.35245899,-71.12805084,"(42.35245899, -71.12805084)",2012-11-29,2012-11-29,2012-11-29,2012-11-29,2012-11-29
I182070160,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,,2018-09-01 02:24:00,2018,9,Saturday,2,Part Three,COMMONWEALTH AVE,42.35063798,-71.11265909,"(42.35063798, -71.11265909)",2012-11-30,2012-11-30,2012-11-30,2012-11-30,2012-11-30
I182070159,3114,Investigate Property,INVESTIGATE PROPERTY,C11,352,,2018-09-01 01:33:00,2018,9,Saturday,1,Part Three,GENEVA AVE,42.2997969,-71.06533457,"(42.29979690, -71.06533457)",2012-12-01,2012-12-01,2012-12-01,2012-12-01,2012-12-01
